attention,blinkStrength,delta,highAlpha,highBeta,highGamma,lowAlpha,lowBeta,lowGamma,meditation,theta,label
43,87,821767,64638,11106,1,2,42470,5641,53,89162,1
43,71,821767,64638,11106,35650,435540,42470,5641,53,89162,1
37,0,661979,80057,13196,4,5,15060,15579,60,133356,1
37,54,661979,80057,13196,1,2,15060,15579,60,133356,1
37,0,1391298,96396,21710,35650,435540,24727,4684,64,45934,1
37,43,1391298,96396,21710,4,5,24727,4684,64,45934,1
37,34,1391298,96396,21710,1,2,24727,4684,64,45934,1
34,0,1364525,317270,61040,35650,435540,25688,11342,69,935022,1
34,0,1217128,94666,56022,4,5,130745,78755,60,661662,1
47,0,481610,2130,5153,1,2,9164,1503,48,20552,1
47,0,654035,9687,7855,35650,435540,9646,1970,48,35919,1
47,0,654035,9687,7855,4,5,9646,1970,48,35919,1
47,0,654035,9687,7855,1,2,9646,1970,48,35919,1
43,0,1046587,81490,13557,35650,435540,12600,4818,53,82301,1
37,0,1472202,100055,10552,4,5,14847,2434,57,239463,1
37,93,1472202,100055,10552,1,2,14847,2434,57,239463,1
37,45,1472202,100055,10552,35650,435540,14847,2434,57,239463,1
23,0,2531591,150564,24813,4,5,50170,20209,80,115111,1
23,35,2531591,150564,24813,1,7,50170,20209,80,115111,1
20,0,1886700,151803,34777,31100,410000,67443,27106,78,450655,1
20,84,1886700,151803,34777,3,3,67443,27106,78,450655,1
16,0,553005,45859,7692,1,7,17332,10257,69,125427,1
24,0,3060490,44812,42292,31100,410000,22462,31235,69,367550,1
24,48,3060490,44812,42292,3,3,22462,31235,69,367550,1
24,43,3060490,44812,42292,1,7,22462,31235,69,367550,1
24,38,3060490,44812,42292,31100,410000,22462,31235,69,367550,1
35,0,1396919,58159,22067,3,3,6784,7623,57,83761,1
35,31,1396919,58159,22067,1,7,6784,7623,57,83761,1
35,117,1396919,58159,22067,31100,410000,6784,7623,57,83761,1
30,0,182817,99916,37217,3,3,54521,17447,41,1126969,1
30,147,182817,99916,37217,1,7,54521,17447,41,1126969,1
30,0,790740,15323,3617,31100,410000,4247,2037,41,38963,1
30,0,790740,15323,3617,3,3,4247,2037,41,38963,1
30,0,790740,15323,3617,1,7,4247,2037,41,38963,1
30,57,790740,15323,3617,31100,410000,4247,2037,41,38963,1
30,57,790740,15323,3617,3,3,4247,2037,41,38963,1
30,42,790740,15323,3617,1,5,4247,2037,41,38963,1
30,44,790740,15323,3617,23680,953000,4247,2037,41,38963,1
30,53,790740,15323,3617,4,3,4247,2037,41,38963,1
30,106,790740,15323,3617,1,5,4247,2037,41,38963,1
30,129,790740,15323,3617,23680,953000,4247,2037,41,38963,1
34,0,2217180,63331,42089,4,3,18869,16556,50,419981,1
34,59,2217180,63331,42089,1,5,18869,16556,50,419981,1
34,31,2217180,63331,42089,23680,953000,18869,16556,50,419981,1
34,31,2217180,63331,42089,4,3,18869,16556,50,419981,1
30,0,859536,21110,10064,1,5,3307,1260,41,73832,1
30,48,859536,21110,10064,23680,953000,3307,1260,41,73832,1
30,56,859536,21110,10064,4,3,3307,1260,41,73832,1
30,60,859536,21110,10064,6,5,3307,1260,41,73832,1
41,0,662055,128178,62547,51000,38000,50971,49476,53,206530,1
41,49,662055,128178,62547,2,3,50971,49476,53,206530,1
47,0,857876,55625,22341,2,3,16603,6683,51,110307,1
47,35,857876,55625,22341,52360,59500,16603,6683,51,110307,1
26,0,3815359,385865,20131,4,4,164842,64021,64,890622,1
26,125,3815359,385865,20131,2,3,164842,64021,64,890622,1
26,103,3815359,385865,20131,52360,59500,164842,64021,64,890622,1
26,33,3815359,385865,20131,4,4,164842,64021,64,890622,1
26,74,3815359,385865,20131,2,3,164842,64021,64,890622,1
26,47,3815359,385865,20131,52360,59500,164842,64021,64,890622,1
29,0,116530,9225,3395,4,4,1915,1567,67,20584,1
29,37,116530,9225,3395,2,3,1915,1567,67,20584,1
29,92,116530,9225,3395,300,386400,1915,1567,67,20584,1
29,116,116530,9225,3395,4,4,1915,1567,67,20584,1
34,0,1242240,68445,56545,2,3,36246,41265,78,110989,1
34,0,1242240,68445,56545,300,386400,36246,41265,78,110989,1
34,0,1242240,68445,56545,4,4,36246,41265,78,110989,1
34,46,1242240,68445,56545,2,3,36246,41265,78,110989,1
34,93,1242240,68445,56545,300,386400,36246,41265,78,110989,1
50,0,748653,27537,9441,4,4,39725,1616,63,155622,1
50,90,748653,27537,9441,2,3,39725,1616,63,155622,1
57,0,857185,23693,56020,300,386400,100597,10732,51,228102,1
57,43,857185,23693,56020,4,4,100597,10732,51,228102,1
57,39,857185,23693,56020,1,4,100597,10732,51,228102,1
57,151,857185,23693,56020,36250,40100,100597,10732,51,228102,1
57,34,857185,23693,56020,4,4,100597,10732,51,228102,1
57,0,1492634,518473,90882,1,4,89138,43198,60,350642,1
57,72,1492634,518473,90882,36250,40100,89138,43198,60,350642,1
57,80,1492634,518473,90882,4,4,89138,43198,60,350642,1
57,0,94682,6043,7326,1,4,2873,1964,51,30543,1
67,0,1420413,97613,47271,36250,40100,73187,5147,61,127950,1
67,37,1420413,97613,47271,4,4,73187,5147,61,127950,1
67,85,1420413,97613,47271,1,4,73187,5147,61,127950,1
67,62,1420413,97613,47271,36250,40100,73187,5147,61,127950,1
63,0,316663,19155,9969,4,4,13294,5170,69,42848,1
63,73,316663,19155,9969,1,1,13294,5170,69,42848,1
63,69,316663,19155,9969,17700,706400,13294,5170,69,42848,1
63,43,316663,19155,9969,3,4,13294,5170,69,42848,1
77,0,1310766,81127,277081,1,1,340782,50218,60,339212,1
77,68,1310766,81127,277081,17700,706400,340782,50218,60,339212,1
77,44,1310766,81127,277081,3,4,340782,50218,60,339212,1
70,0,589701,19879,14601,1,1,53802,9960,54,89885,1
70,0,924696,180389,111806,17700,706400,36618,23564,57,335774,1
70,126,924696,180389,111806,3,4,36618,23564,57,335774,1
70,57,924696,180389,111806,1,1,36618,23564,57,335774,1
70,0,553429,34662,15791,17700,706400,18487,3216,51,110337,1
70,0,553429,34662,15791,3,4,18487,3216,51,110337,1
70,0,553429,34662,15791,1,1,18487,3216,51,110337,1
70,31,553429,34662,15791,17700,706400,18487,3216,51,110337,1
70,68,553429,34662,15791,3,4,18487,3216,51,110337,1
70,100,553429,34662,15791,5,1,18487,3216,51,110337,1
56,0,225886,5776,5806,34200,973600,12777,4091,53,45627,1
56,34,225886,5776,5806,3,4,12777,4091,53,45627,1
56,63,225886,5776,5806,5,1,12777,4091,53,45627,1
51,0,1005265,312902,43662,34200,973600,78212,38902,54,189578,1
48,0,1938199,30498,21050,3,4,27971,5408,57,182795,1
48,78,1938199,30498,21050,5,1,27971,5408,57,182795,1
47,0,441359,13550,3304,1120,20932,1920,914,60,15253,1
47,0,441359,13550,3304,1120,20932,1920,914,60,15253,1
47,0,441359,13550,3304,1120,20932,1920,914,60,15253,1
41,0,1601659,626530,39405,8962,65736,54878,8619,61,385304,1
41,79,1601659,626530,39405,8962,65736,54878,8619,61,385304,1
43,0,558647,97140,9591,1434,17925,16213,1804,57,257272,1
43,38,558647,97140,9591,1434,17925,16213,1804,57,257272,1
38,0,695744,148080,6379,1005,17166,8175,2596,64,185364,1
38,32,695744,148080,6379,1005,17166,8175,2596,64,185364,1
24,0,1035630,185211,10158,1941,17805,18061,3104,51,268233,1
24,42,1035630,185211,10158,1941,17805,18061,3104,51,268233,1
29,0,267585,123704,11871,1988,12485,17465,4220,51,81938,1
26,0,2358514,660764,45572,15369,71851,12114,6020,51,1555170,1
26,46,2358514,660764,45572,15369,71851,12114,6020,51,1555170,1
26,41,2358514,660764,45572,15369,71851,12114,6020,51,1555170,1
26,95,2358514,660764,45572,15369,71851,12114,6020,51,1555170,1
34,0,1214555,88650,13679,4161,21899,39573,3456,43,359576,1
21,0,638461,35419,1514,409,5545,1876,532,43,30578,1
29,0,1079011,154765,11638,2375,28909,2516,1621,61,73974,1
29,85,1079011,154765,11638,2375,28909,2516,1621,61,73974,1
29,0,1079011,154765,11638,2375,28909,2516,1621,61,73974,1
29,0,1079011,154765,11638,2375,28909,2516,1621,61,73974,1
38,0,905198,85869,10916,1592,30481,11730,7842,57,140354,1
38,0,713224,158253,9124,1305,26420,3896,1421,81,88320,1
54,0,722176,155528,18747,4820,16903,13764,2546,87,51555,1
54,0,1732261,52951,5505,1927,7612,15184,3226,87,167684,1
54,32,1732261,52951,5505,1927,7612,15184,3226,87,167684,1
35,0,812777,191463,5408,3016,17719,6516,4244,67,470427,1
35,171,812777,191463,5408,3016,17719,6516,4244,67,470427,1
35,0,454796,19016,2772,793,10409,6258,2057,64,40628,1
38,0,963646,159774,10279,2735,8194,4881,1848,61,105460,1
38,186,963646,159774,10279,2735,8194,4881,1848,61,105460,1
24,0,853482,140126,11856,7347,36934,31560,4740,47,230193,1
24,0,853482,140126,11856,7347,36934,31560,4740,47,230193,1
24,0,853482,140126,11856,7347,36934,31560,4740,47,230193,1
43,0,1907617,439067,36941,6379,13194,24675,14272,40,1465799,1
43,99,1907617,439067,36941,6379,13194,24675,14272,40,1465799,1
60,0,1363390,145701,96735,7933,164653,74363,21784,29,304053,1
60,200,1363390,145701,96735,7933,164653,74363,21784,29,304053,1
60,0,859322,1828,2900,394,10048,3284,815,29,24280,1
60,92,859322,1828,2900,394,10048,3284,815,29,24280,1
60,0,465746,101731,6514,1293,11468,11828,667,26,296264,1
60,31,465746,101731,6514,1293,11468,11828,667,26,296264,1
35,0,267480,146990,10527,2095,13209,9390,1091,17,408352,1
35,83,267480,146990,10527,2095,13209,9390,1091,17,408352,1
35,40,267480,146990,10527,2095,13209,9390,1091,17,408352,1
35,124,267480,146990,10527,2095,13209,9390,1091,17,408352,1
47,0,1101283,49099,12225,6110,54719,3900,5423,26,135642,1
24,0,387908,18565,2258,436,8776,2608,351,23,67072,1
35,0,2040827,632841,103777,22159,77095,28724,13585,23,1802859,1
35,143,2040827,632841,103777,22159,77095,28724,13585,23,1802859,1
35,0,2040827,632841,103777,22159,77095,28724,13585,23,1802859,1
35,0,2040827,632841,103777,22159,77095,28724,13585,23,1802859,1
53,0,593763,9919,5711,678,17294,6344,1817,29,35373,1
53,31,593763,9919,5711,678,17294,6344,1817,29,35373,1
53,32,593763,9919,5711,678,17294,6344,1817,29,35373,1
37,0,838054,200014,7010,6577,8453,15124,5831,26,401745,1
37,141,838054,200014,7010,6577,8453,15124,5831,26,401745,1
37,109,838054,200014,7010,6577,8453,15124,5831,26,401745,1
56,0,1457824,89018,21362,3309,26088,10490,4705,48,101680,1
47,0,2775183,751760,43446,14091,43830,30030,8858,61,360021,1
47,104,2775183,751760,43446,14091,43830,30030,8858,61,360021,1
56,0,1408273,103320,11971,4392,42138,9240,2680,61,265341,1
56,99,1408273,103320,11971,4392,42138,9240,2680,61,265341,1
56,31,1408273,103320,11971,4392,42138,9240,2680,61,265341,1
24,0,194865,38817,1991,467,2069,1519,518,51,85046,1
24,177,194865,38817,1991,467,2069,1519,518,51,85046,1
24,0,2244461,185308,111382,23935,18862,39524,32063,51,968186,1
20,0,175608,58049,4947,897,11635,9742,948,35,145850,1
20,0,175608,58049,4947,897,11635,9742,948,35,145850,1
20,0,175608,58049,4947,897,11635,9742,948,35,145850,1
20,149,175608,58049,4947,897,11635,9742,948,35,145850,1
30,0,566915,436958,115965,17559,91088,65300,18448,24,925571,1
34,0,723022,131757,8646,1728,17967,16412,3328,23,336190,1
34,0,1308800,728161,34860,19713,10090,111898,10200,29,889951,1
34,63,1308800,728161,34860,19713,10090,111898,10200,29,889951,1
34,42,1308800,728161,34860,19713,10090,111898,10200,29,889951,1
47,0,699570,73438,16753,3184,17378,12413,2400,35,163212,1
30,0,839707,118263,6784,1624,14642,6549,2087,38,194537,1
30,133,839707,118263,6784,1624,14642,6549,2087,38,194537,1
53,0,1144719,7517,3339,1460,7214,16421,452,38,14474,1
53,135,1144719,7517,3339,1460,7214,16421,452,38,14474,1
53,0,1198424,74874,6226,1246,6180,19361,1510,38,35439,1
53,0,523601,201576,8292,1696,6018,6406,2049,43,189769,1
53,121,523601,201576,8292,1696,6018,6406,2049,43,189769,1
53,153,523601,201576,8292,1696,6018,6406,2049,43,189769,1
53,44,523601,201576,8292,1696,6018,6406,2049,43,189769,1
53,31,523601,201576,8292,1696,6018,6406,2049,43,189769,1
53,0,523601,201576,8292,1696,6018,6406,2049,43,189769,1
53,0,523601,201576,8292,1696,6018,6406,2049,43,189769,1
60,0,603421,141405,8530,3691,3437,10747,3062,40,228452,1
40,0,365903,180541,8671,2334,12211,13697,2619,44,252077,1
40,198,365903,180541,8671,2334,12211,13697,2619,44,252077,1
40,0,696805,20364,10304,2095,3815,6390,753,44,25571,1
26,0,2098183,708196,46854,7399,22941,28311,3491,40,1913505,1
26,149,2098183,708196,46854,7399,22941,28311,3491,40,1913505,1
26,158,2098183,708196,46854,7399,22941,28311,3491,40,1913505,1
47,0,1115476,86168,47078,5800,137417,23183,9460,51,79438,1
47,31,1115476,86168,47078,5800,137417,23183,9460,51,79438,1
51,0,784834,39962,2375,581,777,6968,648,53,46578,1
43,0,64748,44019,2942,817,7866,8522,741,48,68169,1
43,136,64748,44019,2942,817,7866,8522,741,48,68169,1
43,59,64748,44019,2942,817,7866,8522,741,48,68169,1
43,32,64748,44019,2942,817,7866,8522,741,48,68169,1
61,0,734546,54615,14252,1891,66353,17679,4192,64,56268,1
40,0,287632,137309,10116,3039,7191,14146,1316,51,268161,1
40,0,287632,137309,10116,3039,7191,14146,1316,51,268161,1
40,0,287632,137309,10116,3039,7191,14146,1316,51,268161,1
35,0,537534,135154,5499,3603,21858,4774,4186,56,141584,1
35,67,537534,135154,5499,3603,21858,4774,4186,56,141584,1
35,101,537534,135154,5499,3603,21858,4774,4186,56,141584,1
41,0,1502622,151029,10386,4204,34528,20675,6356,67,72597,1
37,0,1419310,184542,10320,1924,58571,11224,4656,80,238405,1
37,115,1419310,184542,10320,1924,58571,11224,4656,80,238405,1
37,129,1419310,184542,10320,1924,58571,11224,4656,80,238405,1
54,0,820018,16007,5667,933,25726,8686,1273,81,22142,1
56,0,914750,189425,13417,2546,12514,22284,1267,81,73603,1
56,136,914750,189425,13417,2546,12514,22284,1267,81,73603,1
56,59,914750,189425,13417,2546,12514,22284,1267,81,73603,1
56,33,914750,189425,13417,2546,12514,22284,1267,81,73603,1
67,0,788481,40710,4233,553,4596,1557,418,75,21226,1
60,0,1049881,465651,46809,6576,83139,61350,5847,70,595531,1
60,174,1049881,465651,46809,6576,83139,61350,5847,70,595531,1
60,0,1409768,96797,13857,4805,22697,6559,5549,57,157558,1
60,78,1409768,96797,13857,4805,22697,6559,5549,57,157558,1
60,0,1409768,96797,13857,4805,22697,6559,5549,57,157558,1
60,0,1409768,96797,13857,4805,22697,6559,5549,57,157558,1
60,44,1409768,96797,13857,4805,22697,6559,5549,57,157558,1
34,0,230312,91252,9382,4904,6634,15543,2855,27,352029,1
34,120,230312,91252,9382,4904,6634,15543,2855,27,352029,1
38,0,1071493,107199,13514,11791,50870,28697,4421,34,68475,1
37,0,1584301,233903,14686,1979,2682,8147,3364,41,144896,1
40,0,1164415,142507,5086,2808,10210,4560,1327,63,54223,1
40,114,1164415,142507,5086,2808,10210,4560,1327,63,54223,1
40,92,1164415,142507,5086,2808,10210,4560,1327,63,54223,1
61,0,105465,27900,7783,2950,15779,2840,1288,88,10025,1
61,31,105465,27900,7783,2950,15779,2840,1288,88,10025,1
56,0,352550,23704,2222,1121,4124,2879,434,80,32117,1
51,0,678085,72937,10992,5475,18000,18697,2057,61,285892,1
70,0,1978174,81249,20500,4409,15007,8218,10898,51,56864,1
54,0,643032,328779,42988,7051,46872,41592,3126,29,1033326,1
54,47,643032,328779,42988,7051,46872,41592,3126,29,1033326,1
54,0,643032,328779,42988,7051,46872,41592,3126,29,1033326,1
54,0,643032,328779,42988,7051,46872,41592,3126,29,1033326,1
63,0,368309,103004,49811,3954,60955,12014,4784,21,442141,1
63,112,368309,103004,49811,3954,60955,12014,4784,21,442141,1
63,252,368309,103004,49811,3954,60955,12014,4784,21,442141,1
63,0,1656203,19966,8123,1499,61307,13998,1919,21,64317,1
53,0,31078,38688,1981,1115,3952,3295,535,21,122473,1
44,0,1499067,201850,15275,3307,11889,24024,6575,37,20742,1
44,93,1499067,201850,15275,3307,11889,24024,6575,37,20742,1
44,0,513101,38012,4320,407,5435,4214,826,38,99833,1
34,0,1058755,137570,6374,2521,4535,1747,1903,60,58267,1
34,31,1058755,137570,6374,2521,4535,1747,1903,60,58267,1
34,101,1058755,137570,6374,2521,4535,1747,1903,60,58267,1
47,0,525581,126709,27665,3695,12266,20931,6891,54,625906,1
47,127,525581,126709,27665,3695,12266,20931,6891,54,625906,1
47,32,525581,126709,27665,3695,12266,20931,6891,54,625906,1
41,0,933431,161247,5711,2440,6949,4337,1827,51,85856,1
41,147,933431,161247,5711,2440,6949,4337,1827,51,85856,1
41,112,933431,161247,5711,2440,6949,4337,1827,51,85856,1
50,0,1719780,52142,9453,3865,46828,29490,4253,44,48985,1
50,33,1719780,52142,9453,3865,46828,29490,4253,44,48985,1
50,0,1719780,52142,9453,3865,46828,29490,4253,44,48985,1
50,0,1719780,52142,9453,3865,46828,29490,4253,44,48985,1
50,0,2623388,954994,68092,6816,16309,55300,9058,60,1102779,1
50,34,2623388,954994,68092,6816,16309,55300,9058,60,1102779,1
29,0,1399849,493484,29277,9491,127892,64383,5599,51,2042212,1
29,185,1399849,493484,29277,9491,127892,64383,5599,51,2042212,1
29,143,1399849,493484,29277,9491,127892,64383,5599,51,2042212,1
29,31,1399849,493484,29277,9491,127892,64383,5599,51,2042212,1
40,0,230281,39278,2867,938,1052,2417,1137,53,15157,1
40,32,230281,39278,2867,938,1052,2417,1137,53,15157,1
40,0,191336,31653,6746,808,3257,6860,1087,53,140790,1
40,0,485979,5831,4032,774,15083,7093,1050,53,49638,1
26,0,235729,312747,53018,19199,113196,127283,11293,29,1941082,1
40,0,1141120,119064,34698,3101,81945,27303,4158,34,142958,1
40,0,440841,9193,5835,383,9641,6492,1318,34,4604,1
60,0,64080,5599,4558,3399,11500,9870,1262,30,51828,1
60,0,64080,5599,4558,3399,11500,9870,1262,30,51828,1
60,0,64080,5599,4558,3399,11500,9870,1262,30,51828,1
77,0,103137,2211,1012,211,1269,624,288,17,5058,1
67,0,81665,19347,2241,434,332,4480,763,11,24019,1
67,197,81665,19347,2241,434,332,4480,763,11,24019,1
67,248,81665,19347,2241,434,332,4480,763,11,24019,1
67,0,1497207,49678,34255,2117,136781,66020,8844,11,691213,1
75,0,617544,98355,12983,2010,18954,19479,2671,57,36482,1
75,39,617544,98355,12983,2010,18954,19479,2671,57,36482,1
75,170,617544,98355,12983,2010,18954,19479,2671,57,36482,1
75,103,617544,98355,12983,2010,18954,19479,2671,57,36482,1
57,0,1217335,22730,9416,6047,20255,34064,6770,43,334064,1
56,0,1691696,223888,11984,3404,8724,15158,4090,67,23559,1
53,0,1534706,239242,20457,4031,3653,16915,3511,61,192040,1
53,191,1534706,239242,20457,4031,3653,16915,3511,61,192040,1
53,105,1534706,239242,20457,4031,3653,16915,3511,61,192040,1
53,35,1534706,239242,20457,4031,3653,16915,3511,61,192040,1
61,0,1047853,56367,29046,3996,92548,28942,6929,63,36516,1
61,32,1047853,56367,29046,3996,92548,28942,6929,63,36516,1
61,32,1047853,56367,29046,3996,92548,28942,6929,63,36516,1
61,0,1047853,56367,29046,3996,92548,28942,6929,63,36516,1
61,0,1047853,56367,29046,3996,92548,28942,6929,63,36516,1
61,0,690020,135693,9341,2387,11180,7412,3252,81,223241,1
63,0,564149,18624,2259,2310,6800,6197,3696,64,18026,1
63,138,564149,18624,2259,2310,6800,6197,3696,64,18026,1
63,44,564149,18624,2259,2310,6800,6197,3696,64,18026,1
67,0,879514,293138,45907,3685,114141,36297,4413,64,293084,1
61,0,2062269,142769,22570,5577,20904,16650,6402,64,30881,1
63,0,223717,34109,3833,393,8849,5198,774,67,22547,1
63,144,223717,34109,3833,393,8849,5198,774,67,22547,1
66,0,188033,41400,7993,1421,7369,4578,1449,64,47592,1
66,179,188033,41400,7993,1421,7369,4578,1449,64,47592,1
78,0,477036,11995,5969,726,25563,13081,913,64,68092,1
78,41,477036,11995,5969,726,25563,13081,913,64,68092,1
78,35,477036,11995,5969,726,25563,13081,913,64,68092,1
78,156,477036,11995,5969,726,25563,13081,913,64,68092,1
63,0,1578980,88686,30076,5489,24614,43440,5345,38,169624,1
63,0,1578980,88686,30076,5489,24614,43440,5345,38,169624,1
63,0,1578980,88686,30076,5489,24614,43440,5345,38,169624,1
56,0,1085556,69331,7420,740,6794,3309,498,41,64694,1
56,34,1085556,69331,7420,740,6794,3309,498,41,64694,1
57,0,946050,450557,74922,6666,47167,32547,32986,35,1368154,1
57,0,2195528,48335,28707,3690,41325,51171,9723,35,273175,1
57,35,2195528,48335,28707,3690,41325,51171,9723,35,273175,1
48,0,974696,311408,26604,4569,33498,127091,11264,43,194263,1
50,0,607749,25034,11497,916,14503,8629,4478,24,165047,1
50,143,607749,25034,11497,916,14503,8629,4478,24,165047,1
50,134,607749,25034,11497,916,14503,8629,4478,24,165047,1
64,0,2057059,7763,16245,4425,74562,38460,4796,29,75520,1
64,31,2057059,7763,16245,4425,74562,38460,4796,29,75520,1
64,32,2057059,7763,16245,4425,74562,38460,4796,29,75520,1
57,0,567994,137452,7654,1660,19393,17949,2402,38,181652,1
57,35,567994,137452,7654,1660,19393,17949,2402,38,181652,1
50,0,657365,106892,11845,3295,10423,3967,4925,24,353503,1
50,98,657365,106892,11845,3295,10423,3967,4925,24,353503,1
50,170,657365,106892,11845,3295,10423,3967,4925,24,353503,1
50,42,657365,106892,11845,3295,10423,3967,4925,24,353503,1
57,0,217653,12396,4562,623,1575,1556,420,34,29577,1
57,0,217653,12396,4562,623,1575,1556,420,34,29577,1
57,0,217653,12396,4562,623,1575,1556,420,34,29577,1
57,31,217653,12396,4562,623,1575,1556,420,34,29577,1
44,0,606672,286048,16618,2882,6007,8183,3828,44,670073,1
44,38,606672,286048,16618,2882,6007,8183,3828,44,670073,1
44,255,606672,286048,16618,2882,6007,8183,3828,44,670073,1
44,0,3364840,213892,60210,21282,85761,74979,36478,44,442462,1
43,0,887771,152222,14128,2256,10679,13328,4330,43,534146,1
38,0,607778,38520,2945,287,3126,2435,540,29,23917,1
60,0,848763,98400,31823,3199,55144,34211,2713,40,83010,1
60,240,848763,98400,31823,3199,55144,34211,2713,40,83010,1
60,0,433215,9832,1598,245,4692,4048,372,40,14469,1
60,77,433215,9832,1598,245,4692,4048,372,40,14469,1
60,142,433215,9832,1598,245,4692,4048,372,40,14469,1
60,0,433215,9832,1598,245,4692,4048,372,40,14469,1
60,0,433215,9832,1598,245,4692,4048,372,40,14469,1
78,0,649898,102308,37476,7214,17790,27361,11061,61,109079,1
74,0,502231,161522,8590,2707,9541,3877,964,56,158958,1
74,34,502231,161522,8590,2707,9541,3877,964,56,158958,1
41,0,1460770,451493,22611,5832,70053,22582,11252,40,2242933,1
41,182,1460770,451493,22611,5832,70053,22582,11252,40,2242933,1
41,44,1460770,451493,22611,5832,70053,22582,11252,40,2242933,1
34,0,512268,107216,11931,2694,14079,21392,4661,43,100611,1
40,0,604450,29695,13788,2517,43359,64056,4807,26,236666,1
40,180,604450,29695,13788,2517,43359,64056,4807,26,236666,1
40,208,604450,29695,13788,2517,43359,64056,4807,26,236666,1
40,0,402919,4324,3519,692,12902,1783,475,26,15287,1
40,32,402919,4324,3519,692,12902,1783,475,26,15287,1
40,100,402919,4324,3519,692,12902,1783,475,26,15287,1
56,0,821320,82452,21674,5691,41518,10022,6294,41,125380,1
56,35,821320,82452,21674,5691,41518,10022,6294,41,125380,1
56,0,1581818,33314,5330,847,18127,19749,2560,41,127641,1
56,0,1581818,33314,5330,847,18127,19749,2560,41,127641,1
56,0,1581818,33314,5330,847,18127,19749,2560,41,127641,1
43,0,160882,42849,2320,825,4116,4318,640,35,85898,1
43,37,160882,42849,2320,825,4116,4318,640,35,85898,1
43,146,160882,42849,2320,825,4116,4318,640,35,85898,1
43,31,160882,42849,2320,825,4116,4318,640,35,85898,1
48,0,1002155,157180,9318,2574,29078,11976,1600,47,187224,1
30,0,1279452,534395,28508,15976,50867,36173,6700,43,812950,1
30,151,1279452,534395,28508,15976,50867,36173,6700,43,812950,1
30,62,1279452,534395,28508,15976,50867,36173,6700,43,812950,1
47,0,93111,11749,3190,735,7365,3360,2191,43,32178,1
30,0,829929,163450,5612,1188,23973,3339,1988,61,60407,1
23,0,2025295,411733,26076,5386,55566,62225,9737,48,1568288,1
23,166,2025295,411733,26076,5386,55566,62225,9737,48,1568288,1
23,170,2025295,411733,26076,5386,55566,62225,9737,48,1568288,1
23,0,1537110,225904,15429,5546,84613,52973,5038,48,138124,1
23,32,1537110,225904,15429,5546,84613,52973,5038,48,138124,1
34,0,1867779,193590,18310,2014,21677,23466,2918,53,171315,1
24,0,96031,29126,2769,524,2895,3096,542,54,51783,1
24,227,96031,29126,2769,524,2895,3096,542,54,51783,1
24,213,96031,29126,2769,524,2895,3096,542,54,51783,1
24,0,96031,29126,2769,524,2895,3096,542,54,51783,1
24,0,96031,29126,2769,524,2895,3096,542,54,51783,1
24,0,470447,12578,5506,711,9683,7004,826,54,29574,1
35,0,1973551,129529,7966,1056,8005,3038,1411,56,30010,1
57,0,866077,174104,22654,3290,23717,20108,1011,81,46783,1
57,135,866077,174104,22654,3290,23717,20108,1011,81,46783,1
57,157,866077,174104,22654,3290,23717,20108,1011,81,46783,1
57,0,266031,18114,4729,547,3013,3377,739,81,19809,1
47,0,644504,173571,10883,1638,5202,4358,2397,67,471511,1
63,0,1794997,383764,83708,27540,78351,64299,14615,78,245929,1
63,151,1794997,383764,83708,27540,78351,64299,14615,78,245929,1
63,0,712871,26659,2047,340,6811,4223,485,78,18830,1
61,0,651246,123722,19709,1523,6449,15919,1552,51,340090,1
38,0,725275,148195,12585,1620,11089,14746,4428,23,787084,1
38,0,725275,148195,12585,1620,11089,14746,4428,23,787084,1
38,0,725275,148195,12585,1620,11089,14746,4428,23,787084,1
37,0,618065,135761,6973,2122,15373,9170,1845,24,348965,1
37,58,618065,135761,6973,2122,15373,9170,1845,24,348965,1
37,68,618065,135761,6973,2122,15373,9170,1845,24,348965,1
24,0,323569,39337,3056,617,2398,1877,1621,27,23761,1
24,32,323569,39337,3056,617,2398,1877,1621,27,23761,1
20,0,1514472,209522,16305,1588,5062,8759,2635,34,397704,1
24,0,1736791,161509,7942,3199,4356,10517,1088,48,207584,1
43,0,777930,58174,20946,17218,27356,64375,9940,43,221990,1
50,0,472051,57225,7097,1054,5814,4147,779,43,34610,1
44,0,89198,31118,1832,415,7624,1673,677,43,65463,1
44,32,89198,31118,1832,415,7624,1673,677,43,65463,1
44,36,89198,31118,1832,415,7624,1673,677,43,65463,1
91,0,1650930,88045,24988,2671,1,7071,8959,60,25070,1
91,65,1650930,88045,24988,2671,5620,7071,8959,60,25070,1
91,72,1650930,88045,24988,2671,4,7071,8959,60,25070,1
97,0,2248821,35250,31342,5064,1,25809,7459,63,212728,1
97,43,2248821,35250,31342,5064,5620,25809,7459,63,212728,1
97,0,2248821,35250,31342,5064,4,25809,7459,63,212728,1
97,0,2248821,35250,31342,5064,1,25809,7459,63,212728,1
91,0,90600,28545,3728,179,5620,1659,1261,69,30689,1
91,39,90600,28545,3728,179,4,1659,1261,69,30689,1
91,52,90600,28545,3728,179,4,1659,1261,69,30689,1
96,0,275541,21718,34855,4598,78250,29176,12719,60,88834,1
96,70,275541,21718,34855,4598,4,29176,12719,60,88834,1
96,32,275541,21718,34855,4598,4,29176,12719,60,88834,1
96,32,275541,21718,34855,4598,78250,29176,12719,60,88834,1
