attention,blinkStrength,delta,highAlpha,highBeta,highGamma,lowAlpha,lowBeta,lowGamma,meditation,theta,label
87,0,2307111,175526,42045,5222,4,33767,8735,50,264150,1
78,0,1470427,198188,34542,6804,4,37835,8861,54,496572,1
78,32,1470427,198188,34542,6804,78250,37835,8861,54,496572,1
78,40,1470427,198188,34542,6804,4,37835,8861,54,496572,1
78,59,1470427,198188,34542,6804,4,37835,8861,54,496572,1
78,57,1470427,198188,34542,6804,78250,37835,8861,54,496572,1
74,0,2001011,197278,270838,30420,4,63412,75483,44,1310051,1
74,73,2001011,197278,270838,30420,2,63412,75483,44,1310051,1
74,51,2001011,197278,270838,30420,2000,63412,75483,44,1310051,1
77,0,1892461,44455,18059,6404,2,8228,9565,48,75531,1
77,33,1892461,44455,18059,6404,2,8228,9565,48,75531,1
77,56,1892461,44455,18059,6404,2000,8228,9565,48,75531,1
77,46,1892461,44455,18059,6404,2,8228,9565,48,75531,1
77,0,81861,44154,8400,933,2,4894,3140,47,116812,1
77,96,81861,44154,8400,933,2000,4894,3140,47,116812,1
77,38,81861,44154,8400,933,2,4894,3140,47,116812,1
77,0,1828871,268832,62810,18093,4,158367,6188,57,277948,1
77,35,1828871,268832,62810,18093,5840,158367,6188,57,277948,1
77,55,1828871,268832,62810,18093,4,158367,6188,57,277948,1
77,55,1828871,268832,62810,18093,4,158367,6188,57,277948,1
77,77,1828871,268832,62810,18093,5840,158367,6188,57,277948,1
77,0,1828871,268832,62810,18093,4,158367,6188,57,277948,1
77,0,1828871,268832,62810,18093,4,158367,6188,57,277948,1
84,0,403724,22087,24144,6405,5840,13678,24321,47,64670,1
91,0,342729,33038,3993,1201,4,2406,530,63,11282,1
91,32,342729,33038,3993,1201,4,2406,530,63,11282,1
88,0,105955,16972,3432,979,5840,2637,1011,53,47399,1
88,62,105955,16972,3432,979,4,2637,1011,53,47399,1
83,0,354369,22586,4491,1868,5,5573,3884,56,23264,1
83,53,354369,22586,4491,1868,90130,5573,3884,56,23264,1
67,0,1090656,70102,8519,2659,4,9834,4464,78,32118,1
69,0,38149,12503,3673,637,5,3898,1661,67,20173,1
69,56,38149,12503,3673,637,71020,3898,1661,67,20173,1
69,34,38149,12503,3673,637,4,3898,1661,67,20173,1
69,70,38149,12503,3673,637,5,3898,1661,67,20173,1
69,33,38149,12503,3673,637,71020,3898,1661,67,20173,1
74,0,952619,111443,17375,2660,4,30610,8125,78,93041,1
74,35,952619,111443,17375,2660,5,30610,8125,78,93041,1
74,56,952619,111443,17375,2660,71020,30610,8125,78,93041,1
74,40,952619,111443,17375,2660,4,30610,8125,78,93041,1
74,31,952619,111443,17375,2660,5,30610,8125,78,93041,1
61,0,450552,124053,23796,11908,71020,27911,12231,54,541842,1
61,57,450552,124053,23796,11908,4,27911,12231,54,541842,1
60,0,175247,8795,2557,700,5,4763,1153,54,13299,1
60,41,175247,8795,2557,700,71020,4763,1153,54,13299,1
60,0,175247,8795,2557,700,4,4763,1153,54,13299,1
60,0,175247,8795,2557,700,3,4763,1153,54,13299,1
43,0,701911,145318,6231,2233,15310,20547,1270,50,219797,1
43,32,701911,145318,6231,2233,5,20547,1270,50,219797,1
43,37,701911,145318,6231,2233,3,20547,1270,50,219797,1
38,0,1576133,258536,39108,7713,15310,46668,11901,41,979961,1
38,34,1576133,258536,39108,7713,5,46668,11901,41,979961,1
38,63,1576133,258536,39108,7713,3,46668,11901,41,979961,1
41,0,1539869,187610,53691,17481,15310,37174,18235,37,1442388,1
41,32,1539869,187610,53691,17481,5,37174,18235,37,1442388,1
41,51,1539869,187610,53691,17481,5,37174,18235,37,1442388,1
53,0,491113,67580,23601,2581,16210,18426,10156,24,392916,1
53,37,491113,67580,23601,2581,4,18426,10156,24,392916,1
47,0,881816,118761,5859,2078,5,5057,4393,29,272776,1
43,0,1349336,43662,14182,6220,16210,5371,5866,29,70796,1
43,0,2023487,182698,35668,26475,4,29576,18528,30,893513,1
43,56,2023487,182698,35668,26475,5,29576,18528,30,893513,1
43,32,2023487,182698,35668,26475,16210,29576,18528,30,893513,1
50,0,826797,114270,21391,6718,4,29584,3059,47,104627,1
57,0,550484,160124,14717,4444,5,13062,6084,48,259120,1
57,51,550484,160124,14717,4444,16210,13062,6084,48,259120,1
57,53,550484,160124,14717,4444,4,13062,6084,48,259120,1
57,0,550484,160124,14717,4444,5,13062,6084,48,259120,1
57,0,550484,160124,14717,4444,93300,13062,6084,48,259120,1
57,33,550484,160124,14717,4444,3,13062,6084,48,259120,1
64,0,822263,74513,23556,17933,5,15522,7027,41,126203,1
64,37,822263,74513,23556,17933,93300,15522,7027,41,126203,1
64,39,822263,74513,23556,17933,3,15522,7027,41,126203,1
64,34,822263,74513,23556,17933,5,15522,7027,41,126203,1
64,65,822263,74513,23556,17933,93300,15522,7027,41,126203,1
56,0,1448676,64669,17885,9833,3,84925,12239,41,180808,1
56,67,1448676,64669,17885,9833,1,84925,12239,41,180808,1
56,33,1448676,64669,17885,9833,1060,84925,12239,41,180808,1
56,31,1448676,64669,17885,9833,4,84925,12239,41,180808,1
61,0,1118692,42500,29702,10269,1,33421,6332,24,450239,1
61,33,1118692,42500,29702,10269,1060,33421,6332,24,450239,1
61,31,1118692,42500,29702,10269,4,33421,6332,24,450239,1
61,49,1118692,42500,29702,10269,1,33421,6332,24,450239,1
61,37,1118692,42500,29702,10269,1060,33421,6332,24,450239,1
74,0,776533,19418,25853,5499,4,26966,9093,30,115014,1
74,72,776533,19418,25853,5499,1,26966,9093,30,115014,1
74,0,2303778,242386,148567,23205,1060,171128,43080,23,1226671,1
74,49,2303778,242386,148567,23205,4,171128,43080,23,1226671,1
74,67,2303778,242386,148567,23205,1,171128,43080,23,1226671,1
74,49,2303778,242386,148567,23205,1060,171128,43080,23,1226671,1
74,36,2303778,242386,148567,23205,4,171128,43080,23,1226671,1
74,43,2303778,242386,148567,23205,1,171128,43080,23,1226671,1
74,0,737732,12615,7178,2377,1060,12334,6036,7,162873,1
78,0,306153,15483,6609,1110,4,1571,1010,20,42005,1
78,32,306153,15483,6609,1110,1,1571,1010,20,42005,1
78,75,306153,15483,6609,1110,1060,1571,1010,20,42005,1
78,61,306153,15483,6609,1110,4,1571,1010,20,42005,1
78,68,306153,15483,6609,1110,4,1571,1010,20,42005,1
50,0,890747,106245,16350,2924,34300,16350,3757,26,338345,1
50,0,890747,106245,16350,2924,3,16350,3757,26,338345,1
50,0,890747,106245,16350,2924,3,16350,3757,26,338345,1
50,0,169264,85897,6924,3309,60000,4345,3987,54,41647,1
50,32,169264,85897,6924,3309,2,4345,3987,54,41647,1
50,56,169264,85897,6924,3309,3,4345,3987,54,41647,1
50,36,169264,85897,6924,3309,60000,4345,3987,54,41647,1
41,0,104738,13895,2915,1353,2,3877,1138,51,45006,1
41,65,104738,13895,2915,1353,2,3877,1138,51,45006,1
41,31,104738,13895,2915,1353,25600,3877,1138,51,45006,1
41,34,104738,13895,2915,1353,3,3877,1138,51,45006,1
43,0,686476,133200,12161,4839,2,15235,10129,63,144538,1
43,49,686476,133200,12161,4839,25600,15235,10129,63,144538,1
54,0,1657436,75218,72058,13230,3,37096,23776,60,586395,1
54,37,1657436,75218,72058,13230,8,37096,23776,60,586395,1
54,42,1657436,75218,72058,13230,11100,37096,23776,60,586395,1
66,0,345275,13516,4056,2645,3,7754,2463,43,16983,1
66,40,345275,13516,4056,2645,8,7754,2463,43,16983,1
66,43,345275,13516,4056,2645,11100,7754,2463,43,16983,1
66,36,345275,13516,4056,2645,3,7754,2463,43,16983,1
74,0,179142,40497,8228,748,4,5228,3128,51,52690,1
74,32,179142,40497,8228,748,29680,5228,3128,51,52690,1
66,0,642409,101829,8614,3494,4,12132,3534,44,286799,1
66,44,642409,101829,8614,3494,3,12132,3534,44,286799,1
56,0,433231,44273,4476,428,91900,7684,1742,56,61429,1
53,0,550305,60189,19884,6744,3,12159,3736,53,159016,1
53,72,550305,60189,19884,6744,3,12159,3736,53,159016,1
53,80,550305,60189,19884,6744,91900,12159,3736,53,159016,1
53,0,550305,60189,19884,6744,3,12159,3736,53,159016,1
53,0,550305,60189,19884,6744,3,12159,3736,53,159016,1
47,0,2893526,101516,12376,2554,91900,46465,5152,51,134780,1
47,37,2893526,101516,12376,2554,3,46465,5152,51,134780,1
47,31,2893526,101516,12376,2554,3,46465,5152,51,134780,1
47,31,2893526,101516,12376,2554,91900,46465,5152,51,134780,1
47,68,2893526,101516,12376,2554,3,46465,5152,51,134780,1
66,0,1100839,102613,8178,4729,3,10796,5904,61,111621,1
66,66,1100839,102613,8178,4729,91900,10796,5904,61,111621,1
67,0,1700231,268345,165916,16295,3,141114,36689,54,1351620,1
57,0,1091850,75578,5464,4084,3,7020,2772,53,147620,1
57,75,1091850,75578,5464,4084,64270,7020,2772,53,147620,1
57,32,1091850,75578,5464,4084,4,7020,2772,53,147620,1
57,64,1091850,75578,5464,4084,3,7020,2772,53,147620,1
57,34,1091850,75578,5464,4084,64270,7020,2772,53,147620,1
51,0,730844,98789,12864,3766,4,8005,5249,66,72395,1
51,31,730844,98789,12864,3766,3,8005,5249,66,72395,1
51,42,730844,98789,12864,3766,64270,8005,5249,66,72395,1
51,48,730844,98789,12864,3766,4,8005,5249,66,72395,1
66,0,1547252,58719,20751,6325,3,16437,2062,63,171313,1
66,77,1547252,58719,20751,6325,64270,16437,2062,63,171313,1
69,0,1917968,79047,52357,9290,4,29283,14106,56,477304,1
69,0,1917968,79047,52357,9290,3,29283,14106,56,477304,1
69,0,1917968,79047,52357,9290,64270,29283,14106,56,477304,1
67,0,568362,60668,8421,1447,4,6230,3536,57,71069,1
67,46,568362,60668,8421,1447,1,6230,3536,57,71069,1
67,69,568362,60668,8421,1447,22150,6230,3536,57,71069,1
63,0,1097776,26726,24695,11323,4,9867,7482,34,520430,1
69,0,1173070,39677,14717,5210,1,16734,2391,41,41297,1
61,0,2576613,472024,23917,11212,22150,125078,8775,54,181484,1
61,46,2576613,472024,23917,11212,4,125078,8775,54,181484,1
61,39,2576613,472024,23917,11212,6,125078,8775,54,181484,1
61,56,2576613,472024,23917,11212,7800,125078,8775,54,181484,1
61,34,2576613,472024,23917,11212,3,125078,8775,54,181484,1
61,0,2096915,244556,60740,35607,6,81316,41294,53,567903,1
61,33,2096915,244556,60740,35607,7800,81316,41294,53,567903,1
56,0,1187701,91723,7836,1941,3,6498,2646,69,174742,1
56,31,1187701,91723,7836,1941,6,6498,2646,69,174742,1
51,0,1010531,132486,22406,3828,7800,28357,5102,75,65396,1
51,73,1010531,132486,22406,3828,3,28357,5102,75,65396,1
51,51,1010531,132486,22406,3828,6,28357,5102,75,65396,1
60,0,308866,26952,7389,1035,7800,5049,2602,69,48241,1
63,0,720309,60380,15114,1335,3,15476,1748,63,144939,1
80,0,804470,51363,11466,2578,4,9638,2929,69,25942,1
80,0,804470,51363,11466,2578,98800,9638,2929,69,25942,1
80,0,804470,51363,11466,2578,3,9638,2929,69,25942,1
87,0,639332,6880,13671,4620,4,6791,9345,64,30866,1
74,0,410800,6817,997,251,98800,2827,440,54,35857,1
74,32,410800,6817,997,251,3,2827,440,54,35857,1
74,58,410800,6817,997,251,4,2827,440,54,35857,1
74,66,410800,6817,997,251,98800,2827,440,54,35857,1
60,0,3591729,651793,42841,8120,3,97051,7556,38,872491,1
50,0,543888,34778,7292,2296,9,10642,4123,38,51866,1
50,87,543888,34778,7292,2296,32840,10642,4123,38,51866,1
50,32,543888,34778,7292,2296,4,10642,4123,38,51866,1
67,0,2197486,94111,16806,3512,9,21213,6355,51,51715,1
67,67,2197486,94111,16806,3512,32840,21213,6355,51,51715,1
61,0,15799,2546,381,156,4,403,124,74,2161,1
61,63,15799,2546,381,156,9,403,124,74,2161,1
61,35,15799,2546,381,156,32840,403,124,74,2161,1
57,0,609113,501063,43591,40061,4,109780,18624,64,1668739,1
57,42,609113,501063,43591,40061,6,109780,18624,64,1668739,1
54,0,1518399,369813,47219,5464,89460,69845,9050,61,540276,1
43,0,1106977,270140,37412,10616,4,19556,12381,53,658168,1
43,40,1106977,270140,37412,10616,6,19556,12381,53,658168,1
43,0,1106977,270140,37412,10616,89460,19556,12381,53,658168,1
43,0,1106977,270140,37412,10616,4,19556,12381,53,658168,1
48,0,1767178,239409,94305,25625,6,69928,18955,41,670960,1
57,0,1323363,396408,67753,19661,89460,35860,13478,50,447620,1
57,32,1323363,396408,67753,19661,4,35860,13478,50,447620,1
57,32,1323363,396408,67753,19661,7,35860,13478,50,447620,1
57,36,1323363,396408,67753,19661,11700,35860,13478,50,447620,1
61,0,800851,133051,15952,4421,3,7181,6271,56,142499,1
61,35,800851,133051,15952,4421,7,7181,6271,56,142499,1
61,56,800851,133051,15952,4421,11700,7181,6271,56,142499,1
61,31,800851,133051,15952,4421,3,7181,6271,56,142499,1
61,67,800851,133051,15952,4421,2,7181,6271,56,142499,1
61,0,166982,27224,10710,3783,8420,2021,2341,56,89027,1
61,59,166982,27224,10710,3783,4,2021,2341,56,89027,1
69,0,699483,43331,20566,3254,9,20001,1582,43,102845,1
69,36,699483,43331,20566,3254,25700,20001,1582,43,102845,1
69,73,699483,43331,20566,3254,3,20001,1582,43,102845,1
80,0,151399,16087,6660,724,1,1443,1359,37,32493,1
69,0,923543,117468,11207,1710,80010,7116,2231,43,180237,1
69,51,923543,117468,11207,1710,4,7116,2231,43,180237,1
69,72,923543,117468,11207,1710,1,7116,2231,43,180237,1
69,0,923543,117468,11207,1710,80010,7116,2231,43,180237,1
69,0,923543,117468,11207,1710,4,7116,2231,43,180237,1
57,0,977885,25067,2895,644,1,1997,378,64,20942,1
57,51,977885,25067,2895,644,80010,1997,378,64,20942,1
41,0,546208,97314,6564,3329,4,8561,3228,70,112710,1
41,61,546208,97314,6564,3329,1,8561,3228,70,112710,1
41,48,546208,97314,6564,3329,52710,8561,3228,70,112710,1
53,0,171986,3999,4527,1087,4,1735,2608,63,31369,1
50,0,853680,44683,2158,701,3,5272,962,64,31884,1
50,51,853680,44683,2158,701,54360,5272,962,64,31884,1
50,0,408558,69664,16449,3141,4,8123,2082,50,274798,1
50,60,408558,69664,16449,3141,3,8123,2082,50,274798,1
50,47,408558,69664,16449,3141,54360,8123,2082,50,274798,1
51,0,1091782,319316,48083,11899,4,55404,13808,38,976009,1
34,0,549428,113615,9626,1496,3,7680,1710,40,362564,1
47,0,1654026,88601,11498,3881,54360,4146,1070,44,33018,1
47,55,1654026,88601,11498,3881,4,4146,1070,44,33018,1
47,83,1654026,88601,11498,3881,3,4146,1070,44,33018,1
38,0,280611,80206,10299,3134,54360,10089,1373,53,145683,1
38,32,280611,80206,10299,3134,4,10089,1373,53,145683,1
38,0,280611,80206,10299,3134,3,10089,1373,53,145683,1
38,0,280611,80206,10299,3134,54360,10089,1373,53,145683,1
47,0,683442,67942,9163,1765,4,3433,2617,56,138967,1
47,67,683442,67942,9163,1765,3,3433,2617,56,138967,1
47,61,683442,67942,9163,1765,54360,3433,2617,56,138967,1
47,46,683442,67942,9163,1765,4,3433,2617,56,138967,1
35,0,384255,19353,2080,2011,1,2028,1607,38,54093,1
35,61,384255,19353,2080,2011,78690,2028,1607,38,54093,1
35,83,384255,19353,2080,2011,4,2028,1607,38,54093,1
60,0,371621,13056,9021,1009,1,10134,4856,51,30243,1
77,0,312913,57399,19211,2295,78690,2215,2246,54,98291,1
77,65,312913,57399,19211,2295,4,2215,2246,54,98291,1
67,0,49183,16741,1596,632,1,2873,514,51,47962,1
67,49,49183,16741,1596,632,78690,2873,514,51,47962,1
67,33,49183,16741,1596,632,4,2873,514,51,47962,1
66,0,873680,62224,25875,5891,1,10698,5001,41,337487,1
66,38,873680,62224,25875,5891,78690,10698,5001,41,337487,1
66,51,873680,62224,25875,5891,4,10698,5001,41,337487,1
51,0,900083,73495,15775,4846,1,16752,21069,34,344894,1
51,47,900083,73495,15775,4846,78690,16752,21069,34,344894,1
40,0,2605850,366171,50698,8383,4,111696,18651,35,639796,1
40,42,2605850,366171,50698,8383,1,111696,18651,35,639796,1
40,0,2605850,366171,50698,8383,87143,111696,18651,35,639796,1
40,0,2605850,366171,50698,8383,5,111696,18651,35,639796,1
37,0,336928,16902,2355,728,1,10377,1774,24,131166,1
37,46,336928,16902,2355,728,87143,10377,1774,24,131166,1
37,37,336928,16902,2355,728,5,10377,1774,24,131166,1
37,33,336928,16902,2355,728,1,10377,1774,24,131166,1
34,0,214868,12971,2923,2288,87143,4186,4997,48,16526,1
37,0,1848932,311199,48399,9452,5,39128,21880,54,277561,1
47,0,360515,82548,7467,1855,1,10499,4634,70,113842,1
47,36,360515,82548,7467,1855,87143,10499,4634,70,113842,1
47,42,360515,82548,7467,1855,5,10499,4634,70,113842,1
47,32,360515,82548,7467,1855,1,10499,4634,70,113842,1
47,35,360515,82548,7467,1855,78380,10499,4634,70,113842,1
47,55,360515,82548,7467,1855,4,10499,4634,70,113842,1
66,0,1635642,37554,15464,10283,1,27226,6133,51,104142,1
66,0,1352775,334996,72390,16995,78380,36564,23573,50,490636,1
66,46,1352775,334996,72390,16995,4,36564,23573,50,490636,1
66,45,1352775,334996,72390,16995,1,36564,23573,50,490636,1
70,0,692364,62489,18021,1847,78380,19946,4478,41,200914,1
70,34,692364,62489,18021,1847,4,19946,4478,41,200914,1
70,0,692364,62489,18021,1847,1,19946,4478,41,200914,1
70,0,692364,62489,18021,1847,78380,19946,4478,41,200914,1
75,0,693799,94675,20304,1236,4,15496,4172,56,120516,1
75,50,693799,94675,20304,1236,1,15496,4172,56,120516,1
75,71,693799,94675,20304,1236,78380,15496,4172,56,120516,1
75,39,693799,94675,20304,1236,4,15496,4172,56,120516,1
93,0,287336,66361,57369,2307,1,7915,5490,54,53904,1
84,0,583075,121878,9993,1062,61490,2272,1820,64,162090,1
84,40,583075,121878,9993,1062,4,2272,1820,64,162090,1
74,0,743173,66608,7232,4627,1,3992,4224,61,96744,1
74,53,743173,66608,7232,4627,61490,3992,4224,61,96744,1
63,0,605089,283363,50627,7012,4,71426,8988,53,805690,1
41,0,791044,85216,10482,1033,1,4432,3546,51,143155,1
41,111,791044,85216,10482,1033,9630,4432,3546,51,143155,1
48,0,1726298,35534,12109,4535,5,14000,10491,44,120071,1
50,0,1444395,85315,9081,3254,1,21255,2093,44,87827,1
50,53,1444395,85315,9081,3254,9630,21255,2093,44,87827,1
50,55,1444395,85315,9081,3254,5,21255,2093,44,87827,1
53,0,610014,87482,11094,4528,1,13794,4708,48,358553,1
53,0,610014,87482,11094,4528,9630,13794,4708,48,358553,1
53,0,610014,87482,11094,4528,5,13794,4708,48,358553,1
40,0,792404,133994,5210,2633,1,19281,5794,53,163951,1
40,31,792404,133994,5210,2633,9630,19281,5794,53,163951,1
38,0,2037166,103066,10148,2282,5,49858,4813,54,96383,1
38,55,2037166,103066,10148,2282,1,49858,4813,54,96383,1
34,0,384392,14337,3165,308,9630,6901,933,47,31019,1
44,0,1751157,43625,11635,2267,5,16321,3050,53,81496,1
44,40,1751157,43625,11635,2267,1,16321,3050,53,81496,1
44,52,1751157,43625,11635,2267,9630,16321,3050,53,81496,1
74,0,554007,32820,27326,6300,5,16340,3657,47,63008,1
78,0,1215629,137883,11768,933,1,13414,850,54,52905,1
78,31,1215629,137883,11768,933,85160,13414,850,54,52905,1
80,0,1210803,75726,12903,2794,4,5873,2499,61,73110,1
80,45,1210803,75726,12903,2794,5,5873,2499,61,73110,1
80,63,1210803,75726,12903,2794,35200,5873,2499,61,73110,1
80,0,549083,79634,16336,3743,3,27263,5211,69,76646,1
80,75,549083,79634,16336,3743,5,27263,5211,69,76646,1
63,0,1871945,402266,70263,15563,35200,62925,14651,67,1058950,1
61,0,919268,173798,15269,4472,3,23233,2157,67,70610,1
61,43,919268,173798,15269,4472,5,23233,2157,67,70610,1
61,0,919268,173798,15269,4472,35200,23233,2157,67,70610,1
61,0,919268,173798,15269,4472,3,23233,2157,67,70610,1
56,0,1121284,26043,6265,1163,5,9031,3690,57,90026,1
50,0,1082076,547378,44661,7466,35200,51390,9353,61,312607,1
50,0,1725215,417577,39794,10635,3,36892,15861,74,346893,1
50,60,1725215,417577,39794,10635,5,36892,15861,74,346893,1
50,78,1725215,417577,39794,10635,35200,36892,15861,74,346893,1
51,0,585950,27071,12328,4042,3,31724,5062,61,110915,1
50,0,273402,107190,5711,3730,1,11495,2004,80,30276,1
50,31,273402,107190,5711,3730,85920,11495,2004,80,30276,1
50,61,273402,107190,5711,3730,4,11495,2004,80,30276,1
50,44,273402,107190,5711,3730,1,11495,2004,80,30276,1
54,0,692705,28064,11480,4619,85920,9116,12424,70,88570,1
54,32,692705,28064,11480,4619,4,9116,12424,70,88570,1
44,0,153388,74261,8181,1093,1,7654,1669,67,216777,1
44,0,2025641,89104,6158,3147,85920,8101,4760,57,72396,1
44,40,2025641,89104,6158,3147,4,8101,4760,57,72396,1
44,35,2025641,89104,6158,3147,4,8101,4760,57,72396,1
44,54,2025641,89104,6158,3147,64860,8101,4760,57,72396,1
44,0,2025641,89104,6158,3147,4,8101,4760,57,72396,1
44,0,2025641,89104,6158,3147,4,8101,4760,57,72396,1
41,0,644808,64692,10344,1509,64860,22965,2271,43,65188,1
41,43,644808,64692,10344,1509,4,22965,2271,43,65188,1
41,0,547558,100540,6097,1925,4,4709,1565,51,101693,1
41,34,547558,100540,6097,1925,64860,4709,1565,51,101693,1
41,58,547558,100540,6097,1925,4,4709,1565,51,101693,1
41,57,547558,100540,6097,1925,4,4709,1565,51,101693,1
57,0,1075895,32050,35902,3990,64860,7086,18816,48,95719,1
57,50,1075895,32050,35902,3990,4,7086,18816,48,95719,1
57,33,1075895,32050,35902,3990,9,7086,18816,48,95719,1
57,32,1075895,32050,35902,3990,24000,7086,18816,48,95719,1
61,0,358324,67216,12879,5579,2,15701,2284,64,116595,1
61,45,358324,67216,12879,5579,9,15701,2284,64,116595,1
61,38,358324,67216,12879,5579,24000,15701,2284,64,116595,1
61,57,358324,67216,12879,5579,2,15701,2284,64,116595,1
70,0,1234079,75194,12257,2746,9,4768,9946,64,73193,1
57,0,721807,75941,9783,1426,24000,6500,1092,67,75521,1
57,38,721807,75941,9783,1426,2,6500,1092,67,75521,1
57,42,721807,75941,9783,1426,9,6500,1092,67,75521,1
57,0,2640563,358863,62115,13771,24000,16518,16558,64,576399,1
57,53,2640563,358863,62115,13771,2,16518,16558,64,576399,1
69,0,2084011,195467,69780,3333,4,39469,5098,66,195775,1
53,0,1318910,345384,32222,22050,60500,68167,16498,50,1837867,1
53,77,1318910,345384,32222,22050,4,68167,16498,50,1837867,1
53,0,1318910,345384,32222,22050,4,68167,16498,50,1837867,1
53,0,1318910,345384,32222,22050,60500,68167,16498,50,1837867,1
56,0,943310,149769,35033,8789,4,91083,8430,44,245134,1
48,0,768731,327478,49317,14757,8,48032,8249,37,1316935,1
